ds,total_bookings,cancellations,revenue,avg_adr,avg_lead_time,avg_stay,avg_special_req,missing_rate,fulfilled_bookings,occupancy_rate,cancellation_rate,revpar,day_of_week,month,year,is_weekend
2019-08-16,48,17,24525.99,131.24,86.4,6.77,0.98,0.0,31,0.2583,0.3542,33.9,4,8,2019,0
2019-08-17,34,4,24449.85,124.87,52.0,6.24,0.88,0.0,30,0.25,0.1176,31.22,5,8,2019,1
2019-08-18,29,7,17990.21,134.18,79.45,6.76,0.48,0.0,22,0.1833,0.2414,24.6,6,8,2019,1
2019-08-19,39,12,22745.489999999998,128.25,96.97,6.13,1.05,0.0,27,0.225,0.3077,28.86,0,8,2019,0
2019-08-20,49,11,33655.79,134.63,79.63,6.45,0.92,0.0,38,0.3167,0.2245,42.64,1,8,2019,0
2019-08-21,40,12,18606.49,120.26,66.68,6.35,0.95,0.0,28,0.2333,0.3,28.06,2,8,2019,0
2019-08-22,34,5,25152.079999999998,116.5,90.53,7.06,0.68,0.0,29,0.2417,0.1471,28.16,3,8,2019,0
2019-08-23,36,13,16698.32,127.8,80.69,6.25,1.03,0.0,23,0.1917,0.3611,24.5,4,8,2019,0
2019-08-24,54,20,29989.97,131.29,62.94,6.65,0.74,0.0,34,0.2833,0.3704,37.19,5,8,2019,1
2019-08-25,35,14,14956.55,142.78,77.69,5.31,1.31,0.0,21,0.175,0.4,24.99,6,8,2019,1
2019-08-26,42,10,22100.45,123.79,95.81,5.93,1.0,0.0,32,0.2667,0.2381,33.01,0,8,2019,0
2019-08-27,26,11,14047.59,132.61,77.81,6.35,1.38,0.0,15,0.125,0.4231,16.58,1,8,2019,0
2019-08-28,27,6,17456.81,121.33,85.33,6.96,0.44,0.0,21,0.175,0.2222,21.23,2,8,2019,0
2019-08-29,43,13,20964.89,119.46,89.09,6.23,0.84,0.0,30,0.25,0.3023,29.86,3,8,2019,0
2019-08-30,29,8,17467.27,125.51,76.1,6.76,1.14,0.0,21,0.175,0.2759,21.96,4,8,2019,0
2019-08-31,36,10,22786.93,144.38,70.64,6.11,0.89,0.0,26,0.2167,0.2778,31.29,5,8,2019,1
2019-09-01,31,6,24785.05,135.17,70.42,6.68,0.61,0.0,25,0.2083,0.1935,28.16,6,9,2019,1
2019-09-02,39,15,16781.81,121.09,54.13,6.49,0.74,0.0,24,0.2,0.3846,24.22,0,9,2019,0
2019-09-03,34,12,18601.13,123.62,80.21,6.59,0.65,0.0,22,0.1833,0.3529,22.66,1,9,2019,0
2019-09-04,36,11,24830.37,136.01,68.81,7.33,0.78,0.0,25,0.2083,0.3056,28.33,2,9,2019,0
2019-09-05,49,15,27707.5,121.26,60.18,6.61,0.65,0.0,34,0.2833,0.3061,34.35,3,9,2019,0
2019-09-06,40,12,19809.66,115.72,91.0,6.42,0.85,0.0,28,0.2333,0.3,27.0,4,9,2019,0
2019-09-07,39,9,22578.49,121.03,84.23,6.56,0.92,0.0,30,0.25,0.2308,30.26,5,9,2019,1
2019-09-08,44,11,29081.45,158.23,76.82,6.48,0.61,0.0,33,0.275,0.25,43.51,6,9,2019,1
2019-09-09,33,7,22266.42,126.13,92.45,6.55,1.09,0.0,26,0.2167,0.2121,27.33,0,9,2019,0
2019-09-10,52,24,21432.14,125.4,54.21,6.33,0.56,0.0,28,0.2333,0.4615,29.26,1,9,2019,0
2019-09-11,37,10,19326.22,127.53,178.89,6.24,0.89,0.0,27,0.225,0.2703,28.69,2,9,2019,0
2019-09-12,33,8,22874.43,126.74,71.36,6.94,1.03,0.0,25,0.2083,0.2424,26.4,3,9,2019,0
2019-09-13,33,8,21485.92,114.01,61.82,7.3,1.24,0.0,25,0.2083,0.2424,23.75,4,9,2019,0
2019-09-14,62,14,59233.56999999999,178.6,67.71,6.61,0.74,0.0,48,0.4,0.2258,71.44,5,9,2019,1
2019-09-15,43,16,21319.23,127.02,112.63,6.65,0.88,0.0,27,0.225,0.3721,28.58,6,9,2019,1
2019-09-16,31,8,20888.46,135.75,87.13,6.39,0.52,0.0,23,0.1917,0.2581,26.02,0,9,2019,0
2019-09-17,41,13,25100.03,145.8,67.46,6.05,0.63,0.0,28,0.2333,0.3171,34.02,1,9,2019,0
2019-09-18,35,8,26233.6,137.03,71.89,6.8,0.94,0.0,27,0.225,0.2286,30.83,2,9,2019,0
2019-09-19,40,7,25951.04,136.08,65.1,5.88,0.6,0.0,33,0.275,0.175,37.42,3,9,2019,0
2019-09-20,35,11,19173.489999999998,116.06,88.94,6.8,0.71,0.0,24,0.2,0.3143,23.21,4,9,2019,0
2019-09-21,40,14,22311.850000000002,142.04,86.02,5.88,0.5,0.0,26,0.2167,0.35,30.78,5,9,2019,1
2019-09-22,44,10,33084.81,141.86,106.93,6.84,0.68,0.0,34,0.2833,0.2273,40.19,6,9,2019,1
2019-09-23,42,11,23188.09,128.06,91.95,6.71,1.02,0.0,31,0.2583,0.2619,33.08,0,9,2019,0
2019-09-24,47,14,41013.9,158.35,77.36,6.57,0.96,0.0,33,0.275,0.2979,43.55,1,9,2019,0
2019-09-25,45,8,35547.69,128.68,71.04,7.16,0.71,0.0,37,0.3083,0.1778,39.67,2,9,2019,0
2019-09-26,60,14,35344.18,119.63,64.6,6.28,0.63,0.0,46,0.3833,0.2333,45.85,3,9,2019,0
2019-09-27,36,8,24457.55,124.24,91.25,6.97,0.78,0.0,28,0.2333,0.2222,28.99,4,9,2019,0
2019-09-28,42,13,27171.79,141.94,104.74,6.19,0.76,0.0,29,0.2417,0.3095,34.31,5,9,2019,1
2019-09-29,52,14,34381.93,137.37,79.94,6.63,0.85,0.0,38,0.3167,0.2692,43.51,6,9,2019,1
2019-09-30,34,6,28874.24,126.41,64.79,7.38,0.62,0.0,28,0.2333,0.1765,29.49,0,9,2019,0
2019-10-01,34,8,24283.51,126.27,66.56,6.71,1.21,0.0,26,0.2167,0.2353,27.36,1,10,2019,0
2019-10-02,39,13,26532.77,129.54,70.05,7.33,0.77,0.0,26,0.2167,0.3333,28.07,2,10,2019,0
2019-10-03,44,17,23425.92,125.24,117.59,6.3,0.84,0.0,27,0.225,0.3864,28.18,3,10,2019,0
2019-10-04,39,11,24816.5,125.36,73.64,6.79,0.79,0.0,28,0.2333,0.2821,29.25,4,10,2019,0
2019-10-05,31,12,17288.25,130.48,78.35,6.45,0.81,0.0,19,0.1583,0.3871,20.65,5,10,2019,1
2019-10-06,42,12,24745.32,127.7,74.14,6.55,0.67,0.0,30,0.25,0.2857,31.92,6,10,2019,1
2019-10-07,45,6,31051.65,142.15,98.78,6.58,0.76,0.0,39,0.325,0.1333,46.2,0,10,2019,0
2019-10-08,36,7,22598.33,119.8,63.56,6.97,0.75,0.0,29,0.2417,0.1944,28.96,1,10,2019,0
2019-10-09,28,9,16278.88,126.88,96.75,6.46,1.0,0.0,19,0.1583,0.3214,20.09,2,10,2019,0
2019-10-10,44,13,27253.63,126.04,83.77,7.3,0.86,0.0,31,0.2583,0.2955,32.56,3,10,2019,0
2019-10-11,34,6,24222.54,124.92,93.56,7.26,0.41,0.0,28,0.2333,0.1765,29.14,4,10,2019,0
2019-10-12,41,10,21605.5,131.97,57.76,5.63,0.68,0.0,31,0.2583,0.2439,34.09,5,10,2019,1
2019-10-13,42,10,34516.64,134.75,76.86,7.43,0.6,0.0,32,0.2667,0.2381,35.94,6,10,2019,1
2019-10-14,32,12,22199.96,131.05,77.78,7.78,1.06,0.0,20,0.1667,0.375,21.85,0,10,2019,0
2019-10-15,45,20,17997.48,121.45,59.67,6.27,0.93,0.0,25,0.2083,0.4444,25.3,1,10,2019,0
2019-10-16,31,5,20079.239999999998,123.68,61.52,6.19,0.71,0.0,26,0.2167,0.1613,26.8,2,10,2019,0
2019-10-17,44,12,24618.73,129.14,74.23,6.39,0.91,0.0,32,0.2667,0.2727,34.44,3,10,2019,0
2019-10-18,38,12,26659.63,131.31,104.16,7.03,0.82,0.0,26,0.2167,0.3158,28.45,4,10,2019,0
2019-10-19,37,9,25169.84,131.02,131.76,6.95,0.86,0.0,28,0.2333,0.2432,30.57,5,10,2019,1
2019-10-20,39,13,20525.35,122.09,90.92,6.92,1.05,0.0,26,0.2167,0.3333,26.46,6,10,2019,1
2019-10-21,41,10,31462.23,127.67,62.63,7.88,0.8,0.0,31,0.2583,0.2439,32.98,0,10,2019,0
2019-10-22,39,9,22081.19,117.35,87.18,6.62,0.44,0.0,30,0.25,0.2308,29.34,1,10,2019,0
2019-10-23,36,8,25091.17,144.62,63.53,6.53,0.97,0.0,28,0.2333,0.2222,33.74,2,10,2019,0
2019-10-24,39,10,26011.64,127.74,75.64,7.08,0.74,0.0,29,0.2417,0.2564,30.87,3,10,2019,0
2019-10-25,47,12,32233.69,133.36,81.34,6.89,0.87,0.0,35,0.2917,0.2553,38.9,4,10,2019,0
2019-10-26,42,12,28213.92,168.3,97.17,6.5,0.74,0.0,30,0.25,0.2857,42.08,5,10,2019,1
2019-10-27,47,5,32768.03,125.05,119.45,6.34,1.11,0.0,42,0.35,0.1064,43.77,6,10,2019,1
2019-10-28,39,16,18470.100000000002,123.29,109.64,6.74,0.64,0.0,23,0.1917,0.4103,23.63,0,10,2019,0
2019-10-29,34,7,22827.170000000002,133.3,101.91,6.09,1.24,0.0,27,0.225,0.2059,29.99,1,10,2019,0
2019-10-30,44,12,20576.89,121.74,61.14,5.2,0.75,0.0,32,0.2667,0.2727,32.47,2,10,2019,0
2019-10-31,42,14,23782.07,130.04,92.14,6.67,0.83,0.0,28,0.2333,0.3333,30.34,3,10,2019,0
2019-11-01,47,9,30740.239999999998,132.04,96.11,6.11,0.81,0.0,38,0.3167,0.1915,41.82,4,11,2019,0
2019-11-02,34,13,16857.77,133.88,60.62,5.97,0.38,0.0,21,0.175,0.3824,23.43,5,11,2019,1
2019-11-03,39,8,29380.26,140.35,80.92,7.36,0.95,0.0,31,0.2583,0.2051,36.25,6,11,2019,1
2019-11-04,34,10,27842.84,231.29,59.44,5.88,0.68,0.0,24,0.2,0.2941,46.26,0,11,2019,0
2019-11-05,35,10,22020.99,128.59,67.71,6.66,0.91,0.0,25,0.2083,0.2857,26.79,1,11,2019,0
2019-11-06,39,8,19724.98,121.11,79.95,5.74,0.79,0.0,31,0.2583,0.2051,31.28,2,11,2019,0
2019-11-07,35,18,14389.79,135.13,136.29,6.06,1.17,0.0,17,0.1417,0.5143,19.15,3,11,2019,0
2019-11-08,38,9,24116.02,119.34,56.66,6.39,0.61,0.0,29,0.2417,0.2368,28.84,4,11,2019,0
2019-11-09,39,7,27166.99,130.35,74.38,6.72,0.85,0.0,32,0.2667,0.1795,34.76,5,11,2019,1
2019-11-10,33,6,26189.1,128.16,73.3,7.21,0.82,0.0,27,0.225,0.1818,28.84,6,11,2019,1
2019-11-11,37,10,28616.48,142.49,75.08,7.11,0.73,0.0,27,0.225,0.2703,32.06,0,11,2019,0
2019-11-12,33,10,17041.54,124.93,69.67,6.52,0.97,0.0,23,0.1917,0.303,23.95,1,11,2019,0
2019-11-13,42,8,30719.44,119.98,74.74,6.98,0.55,0.0,34,0.2833,0.1905,33.99,2,11,2019,0
2019-11-14,49,8,35457.72,123.0,73.53,7.14,0.76,0.0,41,0.3417,0.1633,42.03,3,11,2019,0
2019-11-15,30,9,14848.09,113.75,99.37,6.93,1.07,0.0,21,0.175,0.3,19.91,4,11,2019,0
2019-11-16,39,9,27618.22,125.09,72.51,7.13,0.82,0.0,30,0.25,0.2308,31.27,5,11,2019,1
2019-11-17,36,8,23254.45,129.74,60.28,6.42,0.69,0.0,28,0.2333,0.2222,30.27,6,11,2019,1
2019-11-18,41,13,23122.85,127.49,81.76,6.51,0.88,0.0,28,0.2333,0.3171,29.74,0,11,2019,0
2019-11-19,30,4,19947.16,120.47,108.4,6.8,0.8,0.0,26,0.2167,0.1333,26.11,1,11,2019,0
2019-11-20,54,14,29059.42,117.74,101.78,6.33,1.22,0.0,40,0.3333,0.2593,39.24,2,11,2019,0
2019-11-21,47,9,31332.52,116.99,85.04,6.53,0.85,0.0,38,0.3167,0.1915,37.05,3,11,2019,0
2019-11-22,22,5,11623.28,126.48,136.95,6.05,1.45,0.0,17,0.1417,0.2273,17.92,4,11,2019,0
2019-11-23,47,9,31922.25,132.85,86.19,6.21,0.83,0.0,38,0.3167,0.1915,42.07,5,11,2019,1
2019-11-24,41,8,26268.42,129.94,57.41,6.49,1.02,0.0,33,0.275,0.1951,35.73,6,11,2019,1
2019-11-25,53,15,35056.56,134.55,82.83,6.68,0.94,0.0,38,0.3167,0.283,42.61,0,11,2019,0
2019-11-26,28,12,12804.87,164.22,85.07,6.18,1.04,0.0,16,0.1333,0.4286,21.89,1,11,2019,0
2019-11-27,51,14,33891.74,117.83,94.73,7.24,0.82,0.0,37,0.3083,0.2745,36.33,2,11,2019,0
2019-11-28,40,11,23726.47,126.17,71.53,6.68,0.88,0.0,29,0.2417,0.275,30.5,3,11,2019,0
2019-11-29,32,9,14476.49,133.77,56.38,5.06,0.81,0.0,23,0.1917,0.2812,25.64,4,11,2019,0
2019-11-30,25,4,20179.78,135.02,60.52,6.92,0.68,0.0,21,0.175,0.16,23.63,5,11,2019,1
2019-12-01,23,3,15415.51,116.79,54.74,6.22,0.57,0.0,20,0.1667,0.1304,19.47,6,12,2019,1
2019-12-02,22,8,10472.7,104.94,68.32,6.32,0.91,0.0,14,0.1167,0.3636,12.25,0,12,2019,0
2019-12-03,23,9,7669.55,109.38,79.09,5.61,0.57,0.0,14,0.1167,0.3913,12.76,1,12,2019,0
2019-12-04,15,3,10836.79,143.87,98.13,5.93,1.27,0.0,12,0.1,0.2,14.39,2,12,2019,0
2019-12-05,31,6,18247.13,119.66,61.87,6.13,0.68,0.0,25,0.2083,0.1935,24.93,3,12,2019,0
2019-12-06,23,7,10809.32,113.23,74.43,6.61,0.78,0.0,16,0.1333,0.3043,15.09,4,12,2019,0
2019-12-07,27,7,18177.75,171.5,71.19,6.11,0.85,0.0,20,0.1667,0.2593,28.59,5,12,2019,1
2019-12-08,36,12,16863.36,127.12,84.67,6.78,0.61,0.0,24,0.2,0.3333,25.42,6,12,2019,1
2019-12-09,42,9,23325.61,117.21,65.71,6.52,0.64,0.0,33,0.275,0.2143,32.23,0,12,2019,0
2019-12-10,28,8,15359.82,133.5,110.64,6.07,0.71,0.0,20,0.1667,0.2857,22.25,1,12,2019,0
2019-12-11,35,8,19061.62,115.12,71.03,6.2,0.86,0.0,27,0.225,0.2286,25.9,2,12,2019,0
2019-12-12,30,12,13796.54,120.88,62.73,6.43,0.57,0.0,18,0.15,0.4,18.13,3,12,2019,0
2019-12-13,29,8,14071.12,106.17,60.07,6.76,0.55,0.0,21,0.175,0.2759,18.58,4,12,2019,0
2019-12-14,35,12,18210.43,132.47,54.54,6.23,0.83,0.0,23,0.1917,0.3429,25.39,5,12,2019,1
2019-12-15,30,9,17724.54,132.35,74.83,6.3,0.77,0.0,21,0.175,0.3,23.16,6,12,2019,1
2019-12-16,36,7,23544.49,124.77,82.83,6.14,0.94,0.0,29,0.2417,0.1944,30.16,0,12,2019,0
2019-12-17,33,8,19186.96,131.44,60.85,5.61,0.88,0.0,25,0.2083,0.2424,27.38,1,12,2019,0
2019-12-18,45,14,28490.44,113.11,68.16,7.56,0.8,0.0,31,0.2583,0.3111,29.22,2,12,2019,0
2019-12-19,37,4,26640.780000000002,125.53,72.65,6.89,0.78,0.0,33,0.275,0.1081,34.52,3,12,2019,0
2019-12-20,20,7,10295.19,99.34,95.85,7.05,0.65,0.0,13,0.1083,0.35,10.76,4,12,2019,0
2019-12-21,41,9,23638.33,126.31,95.41,5.83,0.85,0.0,32,0.2667,0.2195,33.69,5,12,2019,1
2019-12-22,32,10,20067.18,130.06,106.84,6.47,0.59,0.0,22,0.1833,0.3125,23.84,6,12,2019,1
2019-12-23,22,9,12598.76,137.02,94.68,7.23,1.36,0.0,13,0.1083,0.4091,14.84,0,12,2019,0
2019-12-24,36,12,20759.98,178.12,85.08,5.89,0.75,0.0,24,0.2,0.3333,35.62,1,12,2019,0
2019-12-25,39,6,27023.99,121.5,98.67,7.36,0.74,0.0,33,0.275,0.1538,33.41,2,12,2019,0
2019-12-26,27,6,16968.28,126.7,73.22,6.07,0.7,0.0,21,0.175,0.2222,22.17,3,12,2019,0
2019-12-27,38,13,21574.51,127.31,53.89,6.97,0.66,0.0,25,0.2083,0.3421,26.52,4,12,2019,0
2019-12-28,29,11,14014.5,125.3,72.59,6.17,1.03,0.0,18,0.15,0.3793,18.79,5,12,2019,1
2019-12-29,30,8,13675.41,110.24,130.93,6.33,0.83,0.0,22,0.1833,0.2667,20.21,6,12,2019,1
2019-12-30,38,11,22101.52,116.26,105.71,7.26,0.87,0.0,27,0.225,0.2895,26.16,0,12,2019,0
2019-12-31,32,5,22829.13,123.53,65.47,6.75,0.62,0.0,27,0.225,0.1562,27.79,1,12,2019,0
2020-01-01,23,12,4124.3099999999995,57.64,126.17,5.7,0.78,0.0,11,0.0917,0.5217,5.29,2,1,2020,0
2020-01-02,6,6,0.0,62.08,44.17,6.5,1.17,0.0,0,0.0,1.0,0.0,3,1,2020,0
2020-01-03,20,11,4998.92,74.45,85.2,6.35,1.05,0.0,9,0.075,0.55,5.58,4,1,2020,0
2020-01-04,17,11,2101.38,66.33,64.47,6.76,0.65,0.0,6,0.05,0.6471,3.32,5,1,2020,1
2020-01-05,13,10,1114.46,67.84,80.31,5.46,1.08,0.0,3,0.025,0.7692,1.7,6,1,2020,1
2020-01-06,16,11,1709.78,62.15,136.06,6.81,0.62,0.0,5,0.0417,0.6875,2.59,0,1,2020,0
2020-01-07,8,5,1600.4,69.51,80.12,7.88,0.88,0.0,3,0.025,0.625,1.74,1,1,2020,0
2020-01-08,15,10,1799.5,64.73,69.67,6.47,0.4,0.0,5,0.0417,0.6667,2.7,2,1,2020,0
2020-01-09,10,6,1711.56,71.87,70.4,7.3,1.5,0.0,4,0.0333,0.6,2.39,3,1,2020,0
2020-01-10,20,12,2173.57,55.87,56.05,5.85,0.75,0.0,8,0.0667,0.6,3.73,4,1,2020,0
2020-01-11,13,10,1476.6100000000001,63.53,35.69,7.0,0.46,0.0,3,0.025,0.7692,1.59,5,1,2020,1
2020-01-12,13,8,2893.91,66.81,75.08,7.77,0.54,0.0,5,0.0417,0.6154,2.79,6,1,2020,1
2020-01-13,11,4,3077.03,59.7,77.82,6.73,1.27,0.0,7,0.0583,0.3636,3.48,0,1,2020,0
2020-01-14,16,9,3112.3,65.48,63.06,5.88,1.0,0.0,7,0.0583,0.5625,3.82,1,1,2020,0
2020-01-15,19,13,2954.75,62.68,61.26,7.16,0.58,0.0,6,0.05,0.6842,3.13,2,1,2020,0
2020-01-16,19,11,2418.12,62.96,72.26,6.53,1.0,0.0,8,0.0667,0.5789,4.2,3,1,2020,0
2020-01-17,18,10,9414.95,99.93,115.56,6.44,0.89,0.0,8,0.0667,0.5556,6.67,4,1,2020,0
2020-01-18,15,7,3050.35,72.24,43.13,6.4,0.93,0.0,8,0.0667,0.4667,4.82,5,1,2020,1
2020-01-19,16,9,6939.6,107.38,118.56,7.19,0.62,0.0,7,0.0583,0.5625,6.26,6,1,2020,1
2020-01-20,14,12,1444.4,102.29,94.79,6.57,0.79,0.0,2,0.0167,0.8571,1.71,0,1,2020,0
2020-01-21,15,8,3540.83,67.17,61.33,7.4,1.13,0.0,7,0.0583,0.5333,3.92,1,1,2020,0
2020-01-22,17,8,4303.68,66.46,91.35,6.29,0.94,0.0,9,0.075,0.4706,4.98,2,1,2020,0
2020-01-23,13,11,573.0,58.69,78.92,8.15,1.08,0.0,2,0.0167,0.8462,0.98,3,1,2020,0
2020-01-24,17,13,3388.23,64.04,72.65,7.18,1.06,0.0,4,0.0333,0.7647,2.13,4,1,2020,0
2020-01-25,16,12,1128.52,70.03,65.38,6.44,0.88,0.0,4,0.0333,0.75,2.33,5,1,2020,1
2020-01-26,24,13,3364.04,55.97,120.62,5.92,0.58,0.0,11,0.0917,0.5417,5.13,6,1,2020,1
2020-01-27,22,15,1912.29,60.9,54.36,6.09,0.86,0.0,7,0.0583,0.6818,3.55,0,1,2020,0
2020-01-28,9,8,225.99,63.22,129.44,6.33,1.22,0.0,1,0.0083,0.8889,0.52,1,1,2020,0
2020-01-29,10,6,2249.99,76.83,89.8,6.4,0.5,0.0,4,0.0333,0.6,2.56,2,1,2020,0
2020-01-30,13,7,2500.54,55.34,60.31,8.38,0.85,0.0,6,0.05,0.5385,2.77,3,1,2020,0
2020-01-31,20,14,1960.5500000000002,67.17,52.85,5.4,0.9,0.0,6,0.05,0.7,3.36,4,1,2020,0
2020-02-01,5,0,1702.39,62.15,96.8,6.0,1.0,0.0,5,0.0417,0.0,2.59,5,2,2020,1
2020-02-02,3,3,0.0,50.97,38.67,6.0,0.33,0.0,0,0.0,1.0,0.0,6,2,2020,1
2020-02-03,8,3,1964.38,55.26,80.88,5.38,0.62,0.0,5,0.0417,0.375,2.3,0,2,2020,0
2020-02-04,7,5,755.85,78.44,225.86,4.71,0.29,0.0,2,0.0167,0.7143,1.31,1,2,2020,0
2020-02-05,14,8,2819.49,70.59,96.64,4.93,0.71,0.0,6,0.05,0.5714,3.53,2,2,2020,0
2020-02-06,9,6,1897.31,64.42,64.44,7.89,0.56,0.0,3,0.025,0.6667,1.61,3,2,2020,0
2020-02-07,9,5,1754.45,43.21,98.0,6.89,1.22,0.0,4,0.0333,0.5556,1.44,4,2,2020,0
2020-02-08,11,8,940.04,72.04,81.73,6.0,0.45,0.0,3,0.025,0.7273,1.8,5,2,2020,1
2020-02-09,12,6,1963.79,57.32,67.75,5.75,0.83,0.0,6,0.05,0.5,2.87,6,2,2020,1
2020-02-10,8,3,2723.85,58.75,79.25,9.5,0.62,0.0,5,0.0417,0.375,2.45,0,2,2020,0
2020-02-11,10,8,1204.19,62.09,34.9,6.9,1.0,0.0,2,0.0167,0.8,1.04,1,2,2020,0
2020-02-12,10,7,1080.51,53.08,38.7,5.8,0.9,0.0,3,0.025,0.7,1.33,2,2,2020,0
2020-02-13,12,6,2861.18,60.56,66.83,7.75,0.5,0.0,6,0.05,0.5,3.03,3,2,2020,0
2020-02-14,6,3,1039.07,50.88,53.17,7.5,1.33,0.0,3,0.025,0.5,1.27,4,2,2020,0
2020-02-15,8,6,436.08,59.28,60.38,8.5,0.5,0.0,2,0.0167,0.75,0.99,5,2,2020,1
2020-02-16,7,3,2231.38,60.74,45.29,7.0,2.29,0.0,4,0.0333,0.4286,2.02,6,2,2020,1
2020-02-17,12,9,614.17,67.44,145.92,4.58,1.25,0.0,3,0.025,0.75,1.69,0,2,2020,0
2020-02-18,9,6,1741.23,63.04,75.56,7.11,0.33,0.0,3,0.025,0.6667,1.58,1,2,2020,0
2020-02-19,11,6,1326.4299999999998,67.49,67.09,5.09,1.0,0.0,5,0.0417,0.5455,2.81,2,2,2020,0
2020-02-20,9,5,1335.5700000000002,58.37,164.11,7.44,0.78,0.0,4,0.0333,0.5556,1.94,3,2,2020,0
2020-02-21,12,8,1497.76,64.66,51.42,6.67,0.92,0.0,4,0.0333,0.6667,2.15,4,2,2020,0
2020-02-22,13,6,2585.2799999999997,62.78,121.62,5.92,1.0,0.0,7,0.0583,0.4615,3.66,5,2,2020,1
2020-02-23,8,5,1057.76,59.21,42.5,5.88,0.5,0.0,3,0.025,0.625,1.48,6,2,2020,1
2020-02-24,11,6,2424.31,55.86,69.55,6.73,0.55,0.0,5,0.0417,0.5455,2.33,0,2,2020,0
2020-02-25,9,6,1225.2,65.03,41.78,4.67,1.56,0.0,3,0.025,0.6667,1.63,1,2,2020,0
2020-02-26,3,2,232.36,68.56,59.67,4.33,0.33,0.0,1,0.0083,0.6667,0.57,2,2,2020,0
2020-02-27,13,10,1282.52,106.58,53.38,7.69,0.77,0.0,3,0.025,0.7692,2.66,3,2,2020,0
2020-02-28,7,4,1898.74,70.34,55.0,8.29,1.0,0.0,3,0.025,0.5714,1.76,4,2,2020,0
2020-02-29,9,6,1144.38,61.28,48.56,6.33,0.56,0.0,3,0.025,0.6667,1.53,5,2,2020,1
2020-03-01,3,3,0.0,62.62,24.67,8.33,0.67,0.0,0,0.0,1.0,0.0,6,3,2020,1
2020-03-02,7,6,258.04,68.34,115.14,5.43,0.29,0.0,1,0.0083,0.8571,0.57,0,3,2020,0
2020-03-03,13,9,1346.6,54.81,53.85,6.62,1.38,0.0,4,0.0333,0.6923,1.83,1,3,2020,0
2020-03-04,7,5,667.3599999999999,61.72,136.71,6.57,0.14,0.0,2,0.0167,0.7143,1.03,2,3,2020,0
2020-03-05,12,5,2516.99,66.62,60.08,6.0,0.42,0.0,7,0.0583,0.4167,3.88,3,3,2020,0
2020-03-06,7,6,708.95,48.67,88.86,7.71,0.14,0.0,1,0.0083,0.8571,0.4,4,3,2020,0
2020-03-07,9,5,1712.51,54.67,42.11,6.22,1.56,0.0,4,0.0333,0.5556,1.82,5,3,2020,1
2020-03-08,12,5,2959.2,62.59,82.5,7.5,1.42,0.0,7,0.0583,0.4167,3.65,6,3,2020,1
2020-03-09,7,4,980.53,67.8,73.14,6.86,0.71,0.0,3,0.025,0.5714,1.7,0,3,2020,0
2020-03-10,12,6,1992.33,61.48,82.67,6.83,0.83,0.0,6,0.05,0.5,3.07,1,3,2020,0
2020-03-11,2,2,0.0,65.19,47.5,3.5,0.0,0.0,0,0.0,1.0,0.0,2,3,2020,0
2020-03-12,5,2,886.84,55.59,80.0,7.4,1.2,0.0,3,0.025,0.4,1.39,3,3,2020,0
2020-03-13,8,3,1542.92,53.49,47.25,5.38,0.88,0.0,5,0.0417,0.375,2.23,4,3,2020,0
2020-03-14,2,1,197.8,60.03,84.5,5.5,0.5,0.0,1,0.0083,0.5,0.5,5,3,2020,1
2020-03-15,9,7,538.37,64.41,37.56,6.33,0.89,0.0,2,0.0167,0.7778,1.08,6,3,2020,1
2020-03-16,6,3,1101.44,62.62,67.67,6.67,0.83,0.0,3,0.025,0.5,1.57,0,3,2020,0
2020-03-17,8,6,836.5799999999999,52.14,47.0,7.12,1.0,0.0,2,0.0167,0.75,0.87,1,3,2020,0
2020-03-18,7,3,1403.96,69.07,113.29,6.71,1.57,0.0,4,0.0333,0.4286,2.3,2,3,2020,0
2020-03-19,5,2,1582.6599999999999,67.43,76.2,6.8,1.0,0.0,3,0.025,0.4,1.69,3,3,2020,0
2020-03-20,6,3,1251.3300000000002,56.82,269.83,7.17,0.5,0.0,3,0.025,0.5,1.42,4,3,2020,0
2020-03-21,7,5,1123.37,78.44,39.86,6.57,0.43,0.0,2,0.0167,0.7143,1.31,5,3,2020,1
2020-03-22,2,2,0.0,34.64,67.5,7.5,1.5,0.0,0,0.0,1.0,0.0,6,3,2020,1
2020-03-23,7,3,1263.0700000000002,50.48,78.29,6.43,1.29,0.0,4,0.0333,0.4286,1.68,0,3,2020,0
2020-03-24,5,1,4374.09,131.55,44.2,6.0,0.8,0.0,4,0.0333,0.2,4.38,1,3,2020,0
2020-03-25,12,4,2775.21,58.54,47.17,5.67,0.67,0.0,8,0.0667,0.3333,3.9,2,3,2020,0
2020-03-26,9,5,1481.62,66.19,49.67,5.89,0.44,0.0,4,0.0333,0.5556,2.2,3,3,2020,0
2020-03-27,5,3,770.25,55.57,41.4,6.2,0.2,0.0,2,0.0167,0.6,0.93,4,3,2020,0
2020-03-28,3,2,751.08,67.76,94.33,7.33,1.0,0.0,1,0.0083,0.6667,0.56,5,3,2020,1
2020-03-29,11,8,1467.48,52.72,77.45,7.45,0.73,0.0,3,0.025,0.7273,1.32,6,3,2020,1
2020-03-30,6,4,903.68,48.57,65.67,7.17,0.67,0.0,2,0.0167,0.6667,0.81,0,3,2020,0
2020-03-31,7,5,708.88,50.84,98.71,5.14,1.0,0.0,2,0.0167,0.7143,0.85,1,3,2020,0
