ds,temperature_c,precipitation_mm,local_events,holiday_flag,competitor_adr,cpi_yoy,consumer_confidence,search_trend
2023-05-08,21.4,0.4,0,0,105.03,5.26,94.1,91.7
2023-05-09,24.2,1.0,0,0,142.51,5.42,93.2,77.2
2023-05-10,28.9,3.1,0,0,138.46,5.69,96.5,87.5
2023-05-11,25.2,0.3,0,0,107.78,5.61,92.8,77.1
2023-05-12,26.9,0.7,0,0,122.79,5.21,97.3,76.3
2023-05-13,28.4,0.2,1,0,134.41,5.28,95.5,85.4
2023-05-14,25.1,0.5,0,0,176.75,5.54,94.8,83.3
2023-05-15,24.9,1.3,0,0,135.09,5.46,94.5,88.0
2023-05-16,24.9,7.5,0,0,140.46,5.25,91.4,89.0
2023-05-17,28.8,0.1,1,0,150.81,6.05,94.2,85.3
2023-05-18,26.6,0.7,0,0,166.31,5.53,95.0,93.3
2023-05-19,30.0,3.1,0,0,171.03,5.52,94.8,86.8
2023-05-20,25.2,3.9,0,0,126.23,5.02,92.0,83.6
2023-05-21,27.9,0.7,0,0,176.33,5.87,93.3,77.9
2023-05-22,25.6,1.9,0,0,100.09,5.73,94.9,83.8
2023-05-23,27.1,1.0,0,0,121.39,4.95,93.6,79.3
2023-05-24,29.0,0.1,0,0,144.04,5.69,93.0,85.2
2023-05-25,25.4,1.1,0,0,131.89,5.49,97.0,90.6
2023-05-26,26.1,0.1,1,0,133.19,5.88,95.4,86.8
2023-05-27,27.6,3.0,0,0,120.47,4.98,94.3,91.6
2023-05-28,27.2,3.4,0,0,143.43,5.31,96.3,89.7
2023-05-29,26.0,0.8,0,0,122.71,5.67,94.9,79.9
2023-05-30,29.2,1.6,0,0,152.74,5.41,98.0,92.9
2023-05-31,28.1,0.8,0,0,117.35,5.25,95.7,92.6
2023-06-01,26.6,1.3,0,0,197.24,4.71,100.2,95.8
2023-06-02,28.6,1.3,0,0,124.87,5.11,98.1,87.1
2023-06-03,26.9,0.4,0,0,154.32,4.85,97.5,87.4
2023-06-04,29.8,1.2,1,0,211.39,5.13,98.7,81.9
2023-06-05,27.2,0.1,1,0,140.78,5.74,94.1,87.6
2023-06-06,25.7,0.3,0,0,133.69,5.01,97.8,90.4
2023-06-07,28.7,0.2,0,0,165.16,6.44,97.3,100.0
2023-06-08,27.9,0.0,0,0,143.62,5.45,99.4,96.3
2023-06-09,28.3,1.1,0,0,170.46,5.46,95.6,90.3
2023-06-10,25.0,2.7,0,1,147.95,5.03,96.0,85.5
2023-06-11,26.4,0.1,0,0,136.87,5.65,97.0,96.8
2023-06-12,29.8,0.4,1,0,121.79,5.58,93.8,86.1
2023-06-13,29.1,1.1,0,0,160.22,5.67,100.3,93.5
2023-06-14,25.7,0.0,0,0,145.85,5.57,96.6,89.2
2023-06-15,28.4,0.1,1,0,119.1,5.57,99.3,89.2
2023-06-16,27.1,2.8,0,0,129.03,5.41,97.1,94.1
2023-06-17,28.7,0.2,0,0,121.62,5.35,95.4,91.1
2023-06-18,27.1,0.2,0,0,151.04,5.54,95.8,91.3
2023-06-19,28.4,1.2,0,0,132.29,5.16,100.1,98.5
2023-06-20,27.9,1.1,0,0,136.54,5.13,93.1,98.7
2023-06-21,24.9,0.1,0,0,144.41,5.56,95.8,91.7
2023-06-22,29.6,0.4,0,0,126.76,5.06,95.0,100.0
2023-06-23,30.4,0.0,0,0,150.58,5.84,97.7,88.0
2023-06-24,27.3,0.1,0,0,143.43,5.24,95.6,91.6
2023-06-25,28.5,0.0,0,0,142.0,5.79,95.2,78.6
2023-06-26,27.3,1.4,0,0,159.7,5.29,98.0,90.4
2023-06-27,27.8,0.1,0,0,160.51,5.61,99.7,99.3
2023-06-28,26.9,0.7,0,0,154.42,5.85,97.1,94.9
2023-06-29,26.0,0.7,0,0,118.99,5.4,95.7,88.0
2023-06-30,28.7,0.4,0,0,147.23,5.44,95.1,91.3
2023-07-01,28.8,0.6,0,0,168.4,5.68,98.9,91.7
2023-07-02,27.2,2.2,0,0,148.13,5.04,99.1,95.3
2023-07-03,27.6,1.1,0,0,137.37,4.48,96.6,93.6
2023-07-04,29.9,0.2,1,0,141.37,5.65,97.3,85.9
2023-07-05,27.9,1.5,0,0,168.95,5.56,97.8,95.3
2023-07-06,29.8,1.2,0,0,131.93,5.45,98.8,91.9
2023-07-07,29.8,1.6,0,0,158.03,5.96,98.8,91.4
2023-07-08,28.6,1.3,0,0,158.2,5.03,98.3,83.7
2023-07-09,26.6,0.4,0,0,170.29,5.3,97.0,84.5
2023-07-10,28.3,0.9,0,0,163.84,5.39,99.3,93.1
2023-07-11,27.9,0.2,0,0,153.09,5.31,96.4,96.2
2023-07-12,28.4,1.2,0,0,138.83,5.52,96.9,95.0
2023-07-13,26.7,0.0,0,0,185.9,5.54,97.9,99.7
2023-07-14,28.7,3.7,1,0,148.32,5.66,98.2,91.9
2023-07-15,28.6,0.0,0,0,144.37,5.65,97.8,89.0
2023-07-16,29.1,1.8,1,0,127.51,5.41,95.4,97.8
2023-07-17,30.3,3.0,0,0,136.02,5.28,98.2,89.9
2023-07-18,25.5,2.0,0,0,153.1,5.77,97.7,89.2
2023-07-19,27.9,0.2,0,0,134.16,5.3,99.3,93.5
2023-07-20,26.4,9.0,0,0,121.48,5.19,99.5,94.4
2023-07-21,26.3,3.0,0,0,140.95,5.15,102.6,88.2
2023-07-22,26.3,0.9,0,0,135.51,5.45,96.0,85.6
2023-07-23,27.0,0.0,0,0,130.21,5.43,100.2,89.6
2023-07-24,23.3,1.6,0,0,176.76,5.57,98.3,95.3
2023-07-25,27.4,0.1,0,0,191.5,5.36,96.8,86.5
2023-07-26,27.9,1.3,1,0,140.23,5.19,96.0,86.9
2023-07-27,24.2,0.9,0,0,129.07,5.09,97.9,90.3
2023-07-28,27.0,0.6,0,0,110.26,5.27,97.4,85.9
2023-07-29,26.6,5.4,1,0,177.76,5.66,98.7,82.8
2023-07-30,26.9,6.3,0,0,156.72,5.38,98.8,81.0
2023-07-31,27.1,2.0,0,0,163.9,5.69,96.5,77.0
2023-08-01,25.2,0.8,0,0,230.6,5.61,103.1,95.3
2023-08-02,24.3,0.6,0,0,149.69,5.57,99.9,78.0
2023-08-03,26.2,1.0,0,0,152.21,5.83,99.1,82.1
2023-08-04,25.3,3.8,0,0,162.07,5.59,94.9,85.8
2023-08-05,26.1,1.0,0,0,137.82,5.3,98.7,91.6
2023-08-06,27.5,2.8,0,0,171.92,5.33,94.1,91.2
2023-08-07,26.1,1.3,0,0,204.44,5.35,100.5,81.4
2023-08-08,24.9,2.9,0,0,159.18,5.02,99.0,87.2
2023-08-09,24.0,4.2,1,0,160.97,4.95,99.6,83.0
2023-08-10,26.4,5.3,0,0,168.8,5.58,97.1,87.1
2023-08-11,24.3,1.0,0,0,138.2,5.59,99.3,86.0
2023-08-12,23.6,1.5,0,0,149.82,5.71,99.4,81.7
2023-08-13,24.4,2.9,0,0,183.25,5.31,97.8,78.0
2023-08-14,23.0,0.1,0,0,159.5,5.64,96.1,88.6
2023-08-15,23.9,0.4,0,1,185.84,5.52,98.4,82.5
2023-08-16,24.1,1.5,0,0,180.77,5.43,98.5,83.9
2023-08-17,25.7,5.6,0,0,182.07,4.81,100.6,89.8
2023-08-18,24.2,0.9,0,0,142.18,5.38,100.7,82.2
2023-08-19,24.0,0.2,0,0,155.3,5.22,97.0,80.1
2023-08-20,21.6,2.5,0,0,158.87,5.9,94.3,79.1
2023-08-21,25.2,9.9,1,0,132.54,4.61,99.5,82.5
2023-08-22,22.3,2.9,1,0,168.9,5.44,101.3,81.3
2023-08-23,25.5,1.4,0,0,208.42,5.34,100.1,81.7
2023-08-24,21.3,1.5,0,0,134.97,5.21,98.9,77.0
2023-08-25,23.4,1.6,0,0,145.72,4.97,95.9,83.8
2023-08-26,22.4,5.3,0,0,178.59,5.45,97.7,83.9
2023-08-27,22.5,1.6,0,0,146.52,5.58,99.8,87.3
2023-08-28,22.2,0.6,1,0,139.79,5.41,100.4,89.0
2023-08-29,21.6,0.6,0,0,137.45,5.41,97.2,90.1
2023-08-30,25.1,2.9,1,0,146.53,5.32,103.0,82.1
2023-08-31,23.0,13.0,1,0,172.51,5.05,100.3,86.2
2023-09-01,22.3,2.2,1,0,158.34,4.92,95.0,84.9
2023-09-02,20.2,5.7,0,0,162.94,5.55,98.7,85.3
2023-09-03,22.7,9.9,0,0,175.85,5.56,101.2,79.1
2023-09-04,21.8,4.7,0,0,127.0,5.48,96.7,83.1
2023-09-05,22.0,23.1,0,0,175.47,5.19,96.6,82.2
2023-09-06,22.8,9.6,1,0,160.91,4.78,99.1,83.5
2023-09-07,19.9,1.3,0,0,154.04,5.5,98.6,72.6
2023-09-08,20.9,2.4,0,0,132.55,5.77,96.8,76.6
2023-09-09,19.0,4.5,0,0,147.0,5.73,101.3,74.8
2023-09-10,19.7,3.4,0,0,163.23,5.28,97.2,84.7
2023-09-11,20.6,21.0,0,0,169.35,5.4,94.6,75.5
2023-09-12,23.5,0.2,1,0,127.91,5.68,98.7,75.2
2023-09-13,19.8,7.9,0,0,155.12,5.36,96.3,73.8
2023-09-14,20.8,2.8,0,0,157.53,5.27,97.8,78.2
2023-09-15,18.6,6.2,0,0,169.53,5.22,98.1,78.3
2023-09-16,19.5,2.7,0,0,140.53,4.92,97.1,78.1
2023-09-17,22.6,5.2,0,0,190.19,5.48,99.4,71.9
2023-09-18,22.0,3.7,0,0,143.2,5.51,95.5,86.1
2023-09-19,20.6,2.9,0,0,155.18,5.8,96.7,77.4
2023-09-20,18.5,8.4,0,0,161.96,5.59,94.8,74.6
2023-09-21,23.3,1.6,0,0,133.27,4.95,96.0,75.9
2023-09-22,17.6,1.1,0,0,153.87,5.68,96.9,77.8
2023-09-23,19.1,1.9,0,0,168.6,4.93,100.3,74.5
2023-09-24,19.3,1.7,1,0,185.3,5.57,98.1,72.1
2023-09-25,19.1,1.2,0,0,150.64,4.98,100.9,68.5
2023-09-26,17.7,3.1,0,0,154.23,5.11,97.4,72.8
2023-09-27,20.1,1.3,0,0,181.9,6.08,97.9,72.7
2023-09-28,16.0,7.4,0,0,158.82,5.58,95.2,63.5
2023-09-29,19.8,4.1,0,0,160.27,5.64,98.7,80.8
2023-09-30,20.8,2.1,0,0,141.95,5.55,97.4,78.9
2023-10-01,17.7,7.5,0,0,125.31,5.55,96.1,72.7
2023-10-02,19.4,6.2,0,0,168.7,5.33,100.1,77.5
2023-10-03,17.1,5.4,0,0,164.22,5.43,99.7,76.2
2023-10-04,18.8,6.0,0,0,172.13,5.21,98.6,71.6
2023-10-05,15.7,11.3,0,1,178.58,5.27,96.9,73.4
2023-10-06,17.6,5.6,0,0,136.99,5.6,96.9,63.1
2023-10-07,19.6,3.9,1,0,156.93,5.28,98.4,60.2
2023-10-08,16.9,10.4,0,0,184.4,5.6,93.7,74.3
2023-10-09,19.0,0.2,0,0,153.52,5.86,96.8,69.0
2023-10-10,19.2,2.0,0,0,131.14,5.79,98.0,78.3
2023-10-11,16.3,13.1,0,0,160.38,5.72,98.4,69.2
2023-10-12,17.6,1.7,0,0,128.29,5.64,95.6,72.3
2023-10-13,16.5,15.9,0,0,162.0,5.61,96.2,59.2
2023-10-14,17.9,2.7,0,0,167.95,5.61,94.6,75.9
2023-10-15,19.5,0.2,1,0,152.69,5.95,98.2,61.2
2023-10-16,17.9,0.5,0,0,177.56,5.28,95.2,70.7
2023-10-17,15.8,2.6,0,0,131.65,5.43,96.8,62.3
2023-10-18,17.3,0.8,0,0,185.35,5.63,95.5,52.7
2023-10-19,17.5,0.5,0,0,132.36,4.86,99.7,68.2
2023-10-20,16.9,0.9,1,0,153.0,5.32,97.0,64.6
2023-10-21,12.4,7.2,0,0,160.68,5.29,97.2,65.9
2023-10-22,14.3,0.5,0,0,161.66,5.32,97.4,62.0
2023-10-23,17.1,0.3,0,0,158.49,5.26,98.8,67.2
2023-10-24,13.6,24.3,0,0,183.08,5.81,98.0,67.3
2023-10-25,17.6,1.1,0,0,155.68,5.43,97.9,63.7
2023-10-26,17.1,0.5,0,0,152.21,5.89,96.3,56.0
2023-10-27,12.6,20.5,0,0,140.63,5.61,96.8,61.2
2023-10-28,14.2,2.2,0,0,181.7,5.32,95.4,66.2
2023-10-29,14.9,5.8,0,0,138.4,6.47,97.0,63.7
2023-10-30,14.1,16.9,0,0,147.44,5.46,97.9,59.0
2023-10-31,14.9,12.6,1,0,139.36,5.3,95.6,59.2
2023-11-01,15.7,4.0,0,1,173.0,5.76,97.3,65.4
2023-11-02,14.0,0.8,0,0,171.76,5.37,95.1,60.0
2023-11-03,14.7,7.7,0,0,156.71,4.72,94.4,62.3
2023-11-04,12.8,0.7,0,0,149.12,4.83,93.6,58.3
2023-11-05,11.2,7.2,0,0,145.34,5.43,94.5,60.6
2023-11-06,14.2,40.5,0,0,165.29,5.18,93.1,55.0
2023-11-07,15.5,19.1,1,0,147.35,5.5,93.4,52.8
2023-11-08,14.7,13.8,0,0,144.72,5.26,97.0,62.1
2023-11-09,11.3,5.6,1,0,158.34,5.74,97.3,58.4
2023-11-10,14.0,16.3,0,0,160.92,4.99,97.0,55.8
2023-11-11,14.9,19.4,1,0,168.43,4.85,93.6,51.8
2023-11-12,13.8,13.7,0,0,170.5,5.54,95.4,55.3
2023-11-13,15.8,4.9,0,0,150.81,5.49,98.5,45.6
2023-11-14,10.5,5.2,1,0,190.84,5.51,96.4,62.1
2023-11-15,13.1,6.6,1,0,189.02,5.68,93.2,63.2
2023-11-16,13.8,28.8,0,0,142.49,5.09,91.7,56.5
2023-11-17,11.8,30.5,0,0,159.59,5.54,97.7,49.1
2023-11-18,15.4,30.7,0,0,134.62,5.64,95.6,51.4
2023-11-19,12.3,2.1,0,0,157.84,5.25,94.2,70.0
2023-11-20,13.6,18.0,0,0,145.18,5.17,91.4,65.7
2023-11-21,12.0,2.1,0,0,141.51,6.15,98.2,62.4
2023-11-22,13.5,2.0,0,0,150.05,5.5,98.2,54.7
2023-11-23,11.9,3.6,0,0,154.07,5.5,93.4,61.3
2023-11-24,11.9,17.2,1,0,219.9,5.49,97.5,57.5
2023-11-25,15.4,12.5,0,0,193.14,5.03,95.9,48.6
2023-11-26,11.9,0.8,0,0,184.87,5.22,95.0,63.0
2023-11-27,13.3,1.9,0,0,144.85,5.53,95.9,51.6
2023-11-28,13.5,14.7,0,0,176.32,4.95,97.5,60.9
2023-11-29,14.6,8.7,0,0,122.44,5.87,93.8,55.3
2023-11-30,13.3,1.1,1,0,148.7,5.92,92.3,52.2
2023-12-01,14.0,24.6,0,1,162.49,5.37,91.9,53.8
2023-12-02,14.6,0.8,0,0,143.35,5.66,89.3,59.2
2023-12-03,12.1,1.4,0,0,133.78,5.44,92.4,52.2
2023-12-04,13.3,2.5,0,0,177.75,5.28,90.0,51.4
2023-12-05,11.4,4.9,0,0,171.73,5.62,93.0,47.9
2023-12-06,13.3,2.0,0,0,227.86,5.59,94.3,56.1
2023-12-07,13.0,14.9,0,0,130.25,5.2,97.0,48.8
2023-12-08,13.4,44.7,0,1,134.39,5.53,92.6,56.3
2023-12-09,11.6,10.5,0,0,167.36,4.65,93.7,50.6
2023-12-10,11.5,8.8,0,0,163.68,4.79,96.3,64.9
2023-12-11,11.3,4.2,0,0,144.31,5.57,91.9,55.7
2023-12-12,11.7,1.2,0,0,138.24,5.83,92.4,48.8
2023-12-13,10.6,31.6,0,0,153.43,5.35,90.6,58.0
2023-12-14,13.8,10.1,0,0,164.25,5.12,90.9,52.9
2023-12-15,9.8,2.2,0,0,148.27,5.25,91.2,56.1
2023-12-16,10.4,0.5,1,0,135.15,5.2,94.5,53.8
2023-12-17,13.1,2.2,0,0,159.6,5.51,92.5,57.6
2023-12-18,12.4,8.4,0,0,122.05,5.25,93.4,54.0
2023-12-19,13.3,1.2,0,0,152.47,4.78,92.1,53.2
2023-12-20,11.8,2.4,0,0,160.3,5.13,92.3,54.3
2023-12-21,11.4,8.8,0,0,138.49,5.27,93.5,54.9
2023-12-22,11.4,4.9,0,0,146.62,5.67,95.6,56.1
2023-12-23,12.1,39.5,0,0,150.71,5.14,92.4,54.3
2023-12-24,13.6,7.4,0,0,238.21,5.7,93.3,53.1
2023-12-25,12.8,0.6,0,1,111.9,5.15,94.0,46.5
2023-12-26,11.0,2.9,0,0,136.48,5.3,91.1,43.2
2023-12-27,10.1,1.0,0,0,142.68,5.69,94.4,53.7
2023-12-28,10.3,22.9,0,0,151.51,5.77,96.9,52.4
2023-12-29,13.5,4.7,0,0,174.12,5.42,92.4,57.7
2023-12-30,11.6,4.4,0,0,149.42,5.37,92.8,56.3
2023-12-31,11.2,25.7,0,0,143.34,5.29,90.5,45.1
2024-01-01,12.5,15.9,0,1,167.06,2.85,98.6,52.5
2024-01-02,10.7,19.5,1,0,144.45,3.03,96.6,53.5
2024-01-03,13.5,7.8,0,0,97.98,2.62,95.6,55.0
2024-01-04,13.1,11.7,0,0,138.66,3.23,100.1,56.6
2024-01-05,13.5,1.2,0,0,127.84,2.37,98.6,55.0
2024-01-06,13.7,2.3,0,0,132.17,2.26,96.7,48.8
2024-01-07,12.4,13.1,0,0,155.34,2.6,97.0,57.6
2024-01-08,11.0,0.1,0,0,155.78,2.92,96.0,54.0
2024-01-09,11.2,4.0,0,0,162.16,2.65,98.4,57.1
2024-01-10,13.2,4.8,0,0,161.02,2.67,96.1,58.1
2024-01-11,11.9,5.7,0,0,169.53,2.64,98.1,53.6
2024-01-12,13.0,4.7,0,0,118.3,2.35,99.1,56.8
2024-01-13,12.6,11.6,0,0,190.83,2.29,95.7,58.4
2024-01-14,12.1,39.8,0,0,140.57,3.18,103.1,61.7
2024-01-15,12.0,11.1,0,0,121.52,3.08,99.9,62.8
2024-01-16,14.5,16.3,0,0,180.39,2.65,97.2,56.5
2024-01-17,13.2,3.2,0,0,215.07,2.99,100.3,54.1
2024-01-18,14.2,0.3,0,0,121.79,3.18,97.1,57.0
2024-01-19,12.5,4.0,0,0,166.12,2.6,97.7,58.0
2024-01-20,15.2,2.4,1,0,122.75,3.28,92.1,50.4
2024-01-21,11.8,21.3,0,0,178.5,2.33,93.4,55.2
2024-01-22,12.0,17.5,0,0,144.81,2.57,96.9,56.0
2024-01-23,11.7,10.4,0,0,129.29,2.31,96.5,61.9
2024-01-24,12.7,0.6,0,0,141.34,2.91,99.7,56.6
2024-01-25,11.7,1.1,0,0,144.96,2.82,94.9,46.5
2024-01-26,14.2,9.3,1,0,147.5,3.16,94.4,53.5
2024-01-27,15.2,36.1,0,0,182.45,2.99,99.5,58.3
2024-01-28,14.4,5.9,0,0,231.25,2.79,95.8,65.6
2024-01-29,12.9,2.6,0,0,137.29,3.04,95.0,64.5
2024-01-30,14.9,0.5,0,0,190.09,2.68,96.5,60.5
2024-01-31,15.9,2.1,0,0,136.14,2.86,97.0,46.2
2024-02-01,15.7,1.0,0,0,149.76,3.01,98.5,57.8
2024-02-02,16.0,0.3,0,0,143.17,3.38,97.1,53.1
2024-02-03,12.1,14.1,0,0,132.39,2.82,96.7,51.4
2024-02-04,13.9,3.1,0,0,134.75,3.06,98.5,56.4
2024-02-05,13.9,23.9,1,0,131.1,2.25,95.3,52.6
2024-02-06,14.8,1.3,0,0,133.31,2.6,96.8,53.0
2024-02-07,15.1,27.1,1,0,156.85,2.78,100.7,54.1
2024-02-08,14.7,33.2,0,0,107.74,3.09,99.7,61.0
2024-02-09,15.9,3.7,0,0,131.36,2.77,98.3,61.4
2024-02-10,15.4,6.0,0,0,121.05,3.1,97.7,61.0
2024-02-11,17.3,0.1,0,0,139.3,2.15,95.4,68.0
2024-02-12,16.0,26.9,0,0,133.4,2.65,95.7,63.3
2024-02-13,14.9,1.1,0,0,144.81,3.08,98.2,58.3
2024-02-14,16.5,13.8,0,0,119.31,2.5,98.2,70.3
2024-02-15,13.9,1.6,0,0,149.97,2.68,94.8,62.9
2024-02-16,16.4,7.0,0,0,125.03,2.71,95.4,68.4
2024-02-17,16.2,10.6,0,0,154.44,2.86,95.1,62.8
2024-02-18,18.1,3.7,0,0,150.7,3.11,100.5,59.0
2024-02-19,14.9,2.1,0,0,153.14,3.22,99.0,58.8
2024-02-20,16.8,22.1,0,0,99.15,2.98,97.7,61.0
2024-02-21,18.3,5.6,0,0,169.7,2.46,97.9,69.3
2024-02-22,15.7,6.1,0,0,106.75,3.4,96.6,59.7
2024-02-23,14.4,14.5,0,0,136.1,2.82,95.9,65.4
2024-02-24,18.2,1.8,0,0,166.87,2.33,99.7,63.9
2024-02-25,18.3,9.5,0,0,94.03,2.37,99.2,55.5
2024-02-26,19.2,1.5,0,0,164.94,2.61,99.6,58.0
2024-02-27,18.6,7.2,0,0,129.5,2.55,97.4,58.6
2024-02-28,16.1,6.4,0,0,111.01,2.73,94.9,71.0
2024-02-29,17.6,10.9,0,0,153.49,3.18,100.5,58.9
2024-03-01,17.9,14.1,0,0,147.33,2.79,98.6,66.5
2024-03-02,18.4,24.1,0,0,190.85,3.05,96.0,65.2
2024-03-03,16.7,2.6,0,0,142.13,2.89,93.7,69.0
2024-03-04,17.5,7.2,0,0,88.88,3.15,99.2,66.1
2024-03-05,16.9,10.7,0,0,171.53,2.23,101.8,59.5
2024-03-06,21.3,2.2,0,0,121.09,2.82,96.9,63.3
2024-03-07,20.4,4.5,0,0,114.42,2.89,100.3,65.4
2024-03-08,19.4,5.1,0,0,143.36,2.38,98.1,64.1
2024-03-09,18.5,1.0,0,0,145.09,2.74,97.4,59.2
2024-03-10,17.8,8.1,0,0,326.68,3.15,96.5,66.7
2024-03-11,21.3,2.0,0,0,123.97,2.54,94.5,58.7
2024-03-12,19.2,0.4,0,0,101.94,2.72,97.8,74.7
2024-03-13,20.6,7.2,0,0,134.92,3.18,98.3,66.2
2024-03-14,20.0,18.5,0,0,156.87,2.65,97.2,75.3
2024-03-15,20.5,9.7,0,0,140.65,2.58,95.7,67.8
2024-03-16,19.4,1.2,0,0,131.28,2.98,95.7,70.2
2024-03-17,21.1,1.3,0,0,147.54,2.47,95.9,71.1
2024-03-18,21.5,18.2,0,0,119.95,3.16,98.0,80.8
2024-03-19,19.2,0.8,0,0,182.26,2.86,94.0,81.0
2024-03-20,19.4,0.5,0,0,119.5,2.78,95.8,61.6
2024-03-21,18.5,9.1,0,0,153.44,3.11,98.6,69.1
2024-03-22,18.1,10.0,0,0,156.22,2.57,99.3,69.7
2024-03-23,20.2,2.5,0,0,127.27,3.11,97.1,80.2
2024-03-24,20.3,9.5,0,0,132.56,2.22,98.3,73.9
2024-03-25,24.2,1.3,0,0,120.96,2.74,96.5,76.6
2024-03-26,22.4,3.7,0,0,136.93,3.24,99.8,80.5
2024-03-27,21.3,10.7,0,0,150.18,2.69,95.9,80.5
2024-03-28,19.3,0.4,0,0,117.99,2.43,93.4,71.2
2024-03-29,23.0,1.5,0,0,128.26,3.22,93.5,74.5
2024-03-30,23.3,6.0,0,0,174.66,3.12,99.5,62.6
2024-03-31,22.4,1.7,0,0,151.22,2.5,95.5,74.5
2024-04-01,22.3,1.3,0,0,143.15,3.25,100.0,77.9
2024-04-02,20.8,13.5,0,0,127.16,2.69,99.3,77.2
2024-04-03,22.6,3.5,0,0,101.81,2.9,102.5,71.6
2024-04-04,22.3,0.6,0,0,138.08,2.44,95.8,85.6
2024-04-05,22.2,4.4,0,0,158.12,2.88,96.7,78.8
2024-04-06,22.7,2.2,0,0,139.84,2.66,100.2,81.8
2024-04-07,22.7,9.7,0,0,114.76,2.74,96.9,74.6
2024-04-08,21.3,9.4,0,0,128.85,2.32,95.5,87.8
2024-04-09,23.8,1.5,0,0,135.87,2.15,99.8,80.5
2024-04-10,21.1,2.7,0,1,128.3,2.95,95.8,81.4
2024-04-11,21.0,5.8,0,1,141.64,3.08,97.3,76.3
2024-04-12,24.4,0.1,0,0,125.56,3.44,100.1,83.4
2024-04-13,23.3,8.4,0,0,164.57,2.9,98.7,85.4
2024-04-14,24.5,1.2,0,0,163.87,3.16,99.1,87.5
2024-04-15,25.8,1.9,0,0,127.62,2.86,98.7,85.0
2024-04-16,23.9,9.5,0,0,141.3,2.58,99.0,83.3
2024-04-17,23.0,11.3,1,0,151.59,2.39,96.2,80.1
2024-04-18,22.2,0.4,0,0,285.32,2.43,100.4,78.0
2024-04-19,26.0,0.1,0,0,140.49,3.13,99.7,81.5
2024-04-20,24.2,0.9,0,0,133.36,2.91,99.3,74.1
2024-04-21,26.9,0.3,0,0,135.47,3.04,98.2,84.4
2024-04-22,26.2,0.7,0,0,136.79,2.59,96.3,89.9
2024-04-23,23.5,3.2,0,0,310.76,2.99,100.5,84.9
2024-04-24,25.1,3.0,0,0,135.08,3.19,98.7,80.1
2024-04-25,24.4,1.3,0,1,110.03,2.63,100.9,84.6
2024-04-26,25.8,1.9,0,0,155.56,3.09,99.9,88.5
2024-04-27,23.7,1.1,0,0,162.94,2.86,98.6,91.2
2024-04-28,23.6,0.4,0,0,111.76,2.67,101.3,84.2
2024-04-29,22.8,5.7,0,0,147.97,2.64,102.0,85.6
2024-04-30,23.8,3.3,0,0,128.47,3.3,100.9,89.1
2024-05-01,22.1,1.4,0,1,116.07,2.81,98.3,77.0
2024-05-02,24.0,3.5,0,0,157.44,2.92,96.2,80.1
2024-05-03,25.5,7.4,0,0,120.15,2.66,98.6,86.2
2024-05-04,24.0,0.3,0,0,106.81,2.68,100.6,84.2
2024-05-05,26.4,1.1,0,0,145.79,2.71,100.2,86.9
2024-05-06,26.0,1.1,0,0,117.48,2.7,96.2,81.1
2024-05-07,24.7,0.4,0,0,159.45,2.86,102.4,74.7
2024-05-08,24.9,0.6,0,0,134.89,1.92,99.5,89.2
2024-05-09,24.4,1.6,0,0,147.87,2.79,101.5,88.1
2024-05-10,26.8,0.2,0,0,172.93,2.24,98.2,81.7
2024-05-11,24.9,2.5,0,0,139.95,2.77,102.4,83.5
2024-05-12,28.2,0.2,0,0,171.73,2.86,105.1,83.8
2024-05-13,27.3,0.3,0,0,154.91,2.86,100.3,91.7
2024-05-14,26.4,0.7,1,0,143.34,3.58,102.4,96.4
2024-05-15,26.4,2.6,0,0,132.51,2.91,97.9,93.5
2024-05-16,29.6,3.8,0,0,118.65,2.56,100.7,87.4
2024-05-17,24.0,0.5,0,0,147.6,2.76,98.6,85.7
2024-05-18,28.1,0.8,0,0,134.45,2.9,102.3,82.4
2024-05-19,26.7,0.3,0,0,160.33,3.16,104.8,83.6
2024-05-20,27.4,0.4,0,0,156.0,2.84,99.6,90.8
2024-05-21,23.8,1.4,0,0,130.3,2.85,97.9,90.5
2024-05-22,28.8,5.1,1,0,151.59,2.83,104.9,92.2
2024-05-23,27.7,1.8,0,0,130.38,2.74,99.6,86.3
2024-05-24,28.5,3.0,0,0,145.77,2.6,100.4,88.6
2024-05-25,26.2,0.9,0,0,157.69,2.85,98.3,90.4
2024-05-26,27.4,0.1,0,0,151.49,3.02,104.2,92.4
2024-05-27,28.4,0.6,0,0,141.86,3.46,99.8,86.1
2024-05-28,29.4,0.1,0,0,128.95,2.93,100.1,94.4
2024-05-29,26.6,1.9,0,0,161.36,2.87,101.8,97.2
2024-05-30,30.1,3.4,0,0,147.29,2.94,101.4,88.2
2024-05-31,29.1,2.0,0,0,132.04,3.17,99.6,85.5
2024-06-01,27.1,1.9,0,0,173.28,3.0,104.4,93.5
2024-06-02,28.2,0.0,1,0,145.84,3.26,101.7,92.8
2024-06-03,29.5,0.9,0,0,137.91,2.24,103.6,95.7
2024-06-04,28.6,4.3,0,0,118.52,3.17,103.4,90.6
2024-06-05,30.5,0.9,0,0,143.22,2.76,106.1,99.1
2024-06-06,26.5,1.3,0,0,157.34,2.5,102.1,96.8
2024-06-07,29.0,0.0,0,0,146.03,2.88,102.2,95.7
2024-06-08,28.6,0.1,1,0,118.17,2.99,103.7,97.5
